regine_area;main_no;point_no;param_key;version_no_end;station_name;station_status_name;dt_start_date;dt_end_date;percent_missing_days;first_year_regulation;start_year;end_year;aktuell_avrenningskart;excluded_years;tilgang;latitude;longitude;utm_east_z33;utm_north_z33;regulation_part_area;regulation_part_reservoirs;transfer_area_in;transfer_area_out;drainage_basin_key;area_norway;area_total;comment;drainage_dens;dt_registration_date;dt_regul_date;gradient_1085;gradient_basin;gradient_river;height_minimum;height_hypso_10;height_hypso_20;height_hypso_30;height_hypso_40;height_hypso_50;height_hypso_60;height_hypso_70;height_hypso_80;height_hypso_90;height_maximum;length_km_basin;length_km_river;ocean_polar_angle;ocean_polar_distance;perc_agricul;perc_bog;perc_eff_bog;perc_eff_lake;perc_forest;perc_glacier;perc_lake;perc_mountain;perc_urban;prec_intens_max;utm_zone_gravi;utm_east_gravi;utm_north_gravi;utm_zone_inlet;utm_east_inlet;utm_north_inlet;br1_middelavrenning_1930_1960;br2_Tilsigsberegning;br3_Regional_flomfrekvensanalyse;br5_Regional_lavvannsanalyse;br6_Klimastudier;br7_Klimascenarier;br9_Flomvarsling;br11_FRIEND;br12_GRDC;br23_HBV;br24_middelavrenning_1961_1990;br26_TotalAvlop;br31_FlomserierPrim;br32_FlomserierSekundar;br33_Flomkart_aktive_ureg;br34_Hydrologisk_referanseserier_klimastudier;br38_Flomkart_aktive_ureg_periode;br39_Flomkart_nedlagt_stasjon
17;11;0;1001;1;Farsjø;Nedlagt;1917-04-15 12:00:00.0000000;1971-12-31 12:00:00.0000000;0;NULL;1959;1971;ja;1962;open;58,9411849975586;9,33014678955078;173948;6547340;NULL;NULL;NULL;NULL;710;1176,28002929688;1176,28002929688;Datafeil i sept 1962?;NULL;2017-02-23 00:00:00.0000000;NULL;2,54999995231628;25,4899997711182;6,59999990463257;38;100;136;173;219;281;361;449;542;639;908;58,4300003051758;81,9899978637695;141,059997558594;NULL;1,11000001430511;2,89000010490417;NULL;2,15000009536743;82,4599990844727;0;6,80999994277954;2,80999994277954;0,0900000035762787;NULL;33;154397;6566910;33;134813;6590091;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
17;12;0;1001;1;Homtjønn;Nedlagt;1973-09-14 12:00:00.0000000;1979-06-30 12:00:00.0000000;0;NULL;1974;1978;ja;NULL;open;59,1705284118652;8,65396595001221;137563;6576303;NULL;NULL;NULL;NULL;711;0,5;0,5;NULL;NULL;2017-02-23 00:00:00.0000000;NULL;17,9300003051758;21,2000007629395;30,75;736;738;738;739;743;748;753;759;767;782;814;0,889999985694885;1,03999996185303;141,050003051758;NULL;0;0;NULL;19,9300003051758;0;0;0;0;0;NULL;33;137674;6576050;33;138072;6576087;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18;4;0;1001;1;Lundevann;Aktiv;2007-11-22 12:00:00.0000000;2018-08-11 12:00:00.0000000;11,7978;NULL;2009;NULL;ja;NULL;open;58,6682968139648;8,97777652740479;150984;6518807;0;0;0;0;714;407,369995117188;407,369995117188;NULL;NULL;2017-02-23 00:00:00.0000000;NULL;5,57999992370605;20,7700004577637;9,13000011444092;1;100;142;175;189;204;226;250;281;329;506;27,3799991607666;49,9300003051758;131,880004882813;NULL;1,91999995708466;4,59000015258789;NULL;2,24000000953674;83,5199966430664;0;8,76000022888184;0;0,0799999982118607;NULL;33;142400;6526668;33;136125;6527266;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;Y;NULL;NULL;NULL
18;8;0;1001;1;Ubergelv;Nedlagt;1924-02-15 12:00:00.0000000;1971-12-30 12:00:00.0000000;0,697701;NULL;1959;1971;ja;NULL;open;58,6527061462402;8,84628582000732;143217;6517769;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18;10;0;1001;1;Gjerstad;Aktiv;1980-11-06 12:00:00.0000000;2018-08-11 12:00:00.0000000;0;NULL;1981;NULL;ja;NULL;open;58,8836059570313;9,03327178955078;156332;6542433;0;0;0;0;718;235,889999389648;235,889999389648;klimaref serie;NULL;2017-02-23 00:00:00.0000000;NULL;12,8100004196167;23,4300003051758;18,4200000762939;50;148;197;237;274;313;346;380;415;473;657;21,1499996185303;30,1900005340576;141,050003051758;NULL;1,37999999523163;4,84000015258789;NULL;0,189999997615814;81,5500030517578;0;3,46000003814697;2,90000009536743;0,0700000002980232;NULL;33;149568;6549060;33;141720;6552343;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;Y;NULL;Y;Y;NULL;Y;Y;NULL;NULL
18;11;0;1001;1;Tjellingtjernbekk;Aktiv;1981-09-10 12:00:00.0000000;2018-08-11 12:00:00.0000000;0;NULL;1982;NULL;ja;NULL;open;58,9320831298828;8,85937690734863;146830;6548724;0;0;0;0;719;1,95000004768372;1,95000004768372;klimaref serie;NULL;2017-02-23 00:00:00.0000000;NULL;-999;22,0400009155273;74;223;254;281;317;354;377;393;412;441;458;499;2,40000009536743;1,66999995708466;141,050003051758;NULL;0;4,73999977111816;NULL;1,50999999046326;67,120002746582;0;1,66999995708466;9,10000038146973;0;NULL;33;147471;6549831;33;147784;6549846;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;Y;Y;NULL;NULL
18;12;0;1001;1;Skardavatn;Nedlagt;1979-10-14 12:00:00.0000000;1990-12-31 12:00:00.0000000;0;NULL;1980;1990;ja;NULL;open;58,7611923217773;9,26651859283447;168577;6527658;NULL;NULL;NULL;NULL;720;17,75;17,75;NULL;NULL;2017-02-23 00:00:00.0000000;NULL;7;24,3600006103516;11,4200000762939;18;18;21;35;47;62;75;89;104;123;181;6,21999979019165;7,61999988555908;141,050003051758;NULL;0;0;NULL;15,7399997711182;73,2399978637695;0;11,2700004577637;0;0;NULL;33;165555;6529510;33;163445;6530787;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19;8;0;1001;0;Nisser Dam;Aktiv;1914-09-01 12:00:00.0000000;2018-01-01 12:00:00.0000000;11,5939;1810;1959;2009;ja;NULL;open;59,0107612609863;8,54330253601074;129533;6559174;0,999897956848145;0,667380034923553;9,39999961853027;0;723;1077,80004882813;1077,80004882813;"reg., liten overf°ring. en del datahull (1991-2001; 2003). Rar data, men ırsverdier se ok ut";NULL;2011-07-15 00:00:00.0000000;1810-01-01 00:00:00.0000000;6,13000011444092;25,2000007629395;8,63000011444092;246;257;400;513;610;682;746;793;848;985;1520;74,7600021362305;114,98999786377;141,050003051758;NULL;0,800000011920929;2,4300000667572;NULL;8,13000011444092;60,1500015258789;0;14,7600002288818;17,5699996948242;0,0599999986588955;NULL;33;114314;6588996;33;73856;6608308;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19;26;0;1001;1;Nesvatn ndf.;Nedlagt;1980-01-01 12:00:00.0000000;1993-12-31 12:00:00.0000000;7,13727;NULL;NULL;NULL;nei;NULL;open;58,9648475646973;8,0926399230957;103204;6556670;NULL;NULL;NULL;NULL;NULL;NULL;NULL;smÕ verdier, forbitapping/luke e.l.?;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19;29;0;1001;0;Aamfoss;Nedlagt;1924-04-01 12:00:00.0000000;2018-07-31 12:00:00.0000000;0,653026;1810;NULL;NULL;nei;NULL;open;58,7703247070313;8,4859094619751;123637;6532803;0,813468873500824;0,472123146057129;0;0;725;3173,84008789063;3173,84008789063;erstattet av 19.126;NULL;2011-07-15 00:00:00.0000000;1810-01-01 00:00:00.0000000;5,11999988555908;24,5900001525879;7,03999996185303;149;277;367;475;563;637;700;756;813;901;1519;79,9499969482422;155,539993286133;137,110000610352;NULL;0,620000004768372;4;NULL;1,58000004291534;64,9400024414063;0;11,75;4,25;0,0500000007450581;NULL;33;111227;6574148;33;73856;6608308;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19;34;0;1001;0;Haukerhølen;Nedlagt;1914-09-01 12:00:00.0000000;1966-10-16 12:00:00.0000000;0;NULL;NULL;NULL;nei;NULL;open;59,0022392272949;8,54076957702637;129296;6558242;NULL;NULL;NULL;NULL;727;1085,11999511719;1085,11999511719;inngÕr i 19.8;NULL;2011-07-15 00:00:00.0000000;NULL;5,88000011444092;25,1700000762939;8,65999984741211;239;257;398;512;607;680;744;792;847;983;1520;75,379997253418;116,849998474121;141,050003051758;NULL;0,819999992847443;2,44000005722046;NULL;8,02999973297119;60,2599983215332;0;14,6800003051758;17,4799995422363;0,0599999986588955;NULL;33;114424;6588800;33;73856;6608308;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19;36;0;1001;0;Evenstad;Nedlagt;1915-07-01 12:00:00.0000000;2001-01-01 12:00:00.0000000;5,65126;NULL;1959;NULL;ja;NULL;open;58,5428123474121;8,67391586303711;132087;6506499;NULL;NULL;NULL;NULL;728;3520,23999023438;3520,23999023438;NULL;NULL;2011-07-15 00:00:00.0000000;NULL;3,80999994277954;24,1299991607666;6,11999988555908;54;246;306;403;510;601;673;738;800;889;1520;118,620002746582;195,600006103516;135,539993286133;NULL;0,689999997615814;4,28000020980835;NULL;1,60000002384186;66,6699981689453;0;11,3299999237061;12,7299995422363;0,0599999986588955;NULL;33;112840;6569162;33;73856;6608308;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19;36;0;1055;1;Evenstad;Nedlagt;1999-11-01 12:00:00.0000000;2001-01-01 12:00:00.0000000;0;NULL;NULL;NULL;nei;NULL;open;58,5428123474121;8,67391586303711;132087;6506499;NULL;NULL;NULL;NULL;728;3520,23999023438;3520,23999023438;bruker heller versjon 0;NULL;2011-07-15 00:00:00.0000000;NULL;3,80999994277954;24,1299991607666;6,11999988555908;54;246;306;403;510;601;673;738;800;889;1520;118,620002746582;195,600006103516;135,539993286133;NULL;0,689999997615814;4,28000020980835;NULL;1,60000002384186;66,6699981689453;0;11,3299999237061;12,7299995422363;0,0599999986588955;NULL;33;112840;6569162;33;73856;6608308;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19;40;0;1001;0;Lunde Mølle;Nedlagt;1899-09-28 12:00:00.0000000;2018-07-31 12:00:00.0000000;6,75483;NULL;NULL;NULL;nei;NULL;open;58,4053192138672;8,64438533782959;128924;6491395;NULL;NULL;NULL;NULL;731;3947,36010742188;3947,36010742188;inngÕr i 19.127;NULL;2011-07-15 00:00:00.0000000;NULL;3,75;23,9099998474121;5,67999982833862;18;191;252;322;433;547;639;715;783;876;1520;131,740005493164;216,770004272461;132,149993896484;NULL;0,959999978542328;4,28000020980835;NULL;1,29999995231628;68,2600021362305;0;11,0799999237061;11,3500003814697;0,0900000035762787;NULL;33;113940;6561711;33;73856;6608308;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19;49;0;1001;1;Rusdam;Aktiv;1914-10-01 12:00:00.0000000;2017-08-31 12:00:00.0000000;58,7933;NULL;NULL;NULL;nei;NULL;open;59,0080757141113;8,25168132781982;112806;6560533;NULL;NULL;NULL;NULL;NULL;NULL;NULL;To utl░p fra Fyresvatn, Rusdam (denne) og Glomsdam (19.50). Sumemrt noen ır i 19.108;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19;50;0;1001;0;Glomsdam;Aktiv;1952-01-02 12:00:00.0000000;2018-01-05 12:00:00.0000000;13,5789;1914;NULL;NULL;nei;NULL;open;59,0072898864746;8,27084922790527;113895;6560334;0,988391637802124;0,606720387935638;0;28,7299995422363;732;879,539978027344;879,539978027344;To utl░p fra Fyresvatn, Rusdam (19.49) og Glomsdam (denne). Summert noen ır i 19.108;NULL;2011-07-15 00:00:00.0000000;1914-01-01 00:00:00.0000000;7,3600001335144;24,4500007629395;11,6300001144409;270;352;554;644;704;746;786;832;888;966;1280;52,6399993896484;82,9800033569336;135,630004882813;NULL;0,689999997615814;4,17999982833862;NULL;6;63,3600006103516;0;12,7399997711182;16,5499992370605;0,0599999986588955;NULL;33;97760;6584766;33;83600;6600349;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19;54;0;1001;0;Eikhomkilen;Aktiv;1952-01-02 12:00:00.0000000;2018-01-05 12:00:00.0000000;13,5789;1914;NULL;NULL;nei;NULL;open;58,9513626098633;8,39804840087891;120562;6553397;0,975672841072083;0,511517524719238;0;9,39999961853027;735;1047,39001464844;1047,39001464844;Ferdig gjennomgått i Plan-B.;NULL;2011-07-15 00:00:00.0000000;1914-01-01 00:00:00.0000000;6,21999979019165;24,8999996185303;10,6000003814697;188;337;521;612;671;721;763;808;867;944;1279;52,7400016784668;99,2300033569336;135,229995727539;NULL;0,600000023841858;4,09000015258789;NULL;4,69000005722046;62,8499984741211;0;12,1499996185303;3,90000009536743;0,0500000007450581;NULL;33;100723;6580760;33;83600;6600349;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19;55;0;1001;0;Jørundland;Nedlagt;1934-06-09 12:00:00.0000000;2017-08-31 12:00:00.0000000;1,28947;NULL;NULL;NULL;nei;NULL;open;58,8967666625977;8,24856853485107;111375;6548197;NULL;NULL;NULL;NULL;736;342,119995117188;342,119995117188;erstattet av 1972 (identiske);NULL;2011-07-15 00:00:00.0000000;NULL;10,3800001144409;24,1200008392334;13,6400003433228;227;510;600;636;667;699;723;753;789;845;1003;36,060001373291;52,7999992370605;131,880004882813;NULL;0,129999995231628;5,65999984741211;NULL;3,80999994277954;58,0999984741211;0;13,3800001144409;17,9799995422363;0;NULL;33;101289;6561571;33;90406;6576322;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y
19;60;0;1001;1;Langkvernhusfoss;Nedlagt;1951-01-01 12:00:00.0000000;1994-09-04 12:00:00.0000000;0,00626841;NULL;1959;1993;ja;NULL;open;59,3611907958984;8,07152938842773;106583;6600776;NULL;NULL;NULL;NULL;740;262,589996337891;262,589996337891;dam fra BorsÁ til Djupetj░nn, men brukt i begge Õrmiddelkart tidl sÕ antar ikke mye vann ut;NULL;2011-07-15 00:00:00.0000000;NULL;14,039999961853;27,4699993133545;19,4300003051758;394;642;750;774;808;840;894;1036;1163;1277;1519;34,25;43,7900009155273;139,740005493164;NULL;0,479999989271164;3,69000005722046;NULL;2,86999988555908;52,4500007629395;0;9,21000003814697;2,50999999046326;0,0599999986588955;NULL;33;90315;6604917;33;73856;6608308;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19;63;0;1001;1;Finndøla;Aktiv;1956-06-08 12:00:00.0000000;2017-08-31 12:00:00.0000000;39,9329;NULL;NULL;NULL;nei;NULL;open;59,229679107666;8,07685661315918;105361;6586151;0,832959473133087;0,585137188434601;5,80000019073486;328,880004882813;742;387,869995117188;387,869995117188;" vann ut gj Finnd°la kraftverk fra 1972 gir for lave Õrsverdier (ogsÕ litt vann inn fra Tussetj°nn, men av liten betydning)";NULL;2011-07-15 00:00:00.0000000;NULL;11,5900001525879;24,7199993133545;19,5;293;614;699;744;789;836;878;915;967;1038;1280;29,3899993896484;48,560001373291;133,759994506836;NULL;0;4,90000009536743;NULL;1,66999995708466;57,4900016784668;0;11,3400001525879;23,2000007629395;0;NULL;33;88842;6588650;33;83600;6600349;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL
19;70;0;1001;1;Torsdalen ndf.;Nedlagt;1965-01-01 12:00:00.0000000;1992-12-31 12:00:00.0000000;0;NULL;NULL;NULL;nei;NULL;open;59,2024192810059;7,75999402999878;87014;6585051;NULL;NULL;NULL;NULL;744;150,960006713867;150,960006713867;"mıler tapping if. hysopp, sÕ avrenningen i omrÕdet b°r ligge h°yere enn disse verdiene (kan fungere som et ""minimums-avrennings-krav"")";NULL;2011-07-15 00:00:00.0000000;NULL;9,18000030517578;24,1900005340576;20,6900005340576;705;742;800;848;886;922;971;1005;1054;1109;1269;16,3700008392334;26;131,880004882813;NULL;0;5,23999977111816;NULL;5,46999979019165;41,5800018310547;0;12,8299999237061;38,7999992370605;0;NULL;33;82273;6589211;33;83600;6600349;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19;72;0;1001;0;Jørundland;Aktiv;1934-06-09 12:00:00.0000000;2017-08-31 12:00:00.0000000;1,28947;1970;1959;NULL;ja;NULL;open;58,8945350646973;8,251220703125;111503;6547934;0,825639069080353;0,683494448661804;0;0;746;342,679992675781;342,679992675781;NULL;NULL;2011-07-15 00:00:00.0000000;1970-01-01 00:00:00.0000000;10,5900001525879;24,1200008392334;13,5900001525879;227;510;599;635;667;698;723;753;789;845;1003;36,3499984741211;53,1500015258789;131,880004882813;NULL;0,129999995231628;5,65000009536743;NULL;3,79999995231628;58,1599998474121;0;13,3599996566772;17,9599990844727;0;NULL;33;101305;6561549;33;90406;6576322;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;Y;NULL
19;73;0;1001;1;Kilåi bru;Aktiv;1968-01-01 12:00:00.0000000;2018-08-11 12:00:00.0000000;1,98529;NULL;1968;NULL;ja;2007;open;59,0020370483398;8,29921340942383;115460;6559587;0;0;0;0;747;63,810001373291;63,810001373291;klimaref serie;NULL;2004-02-02 00:00:00.0000000;NULL;21,3700008392334;21,9500007629395;27,8400001525879;320;576;596;621;643;666;695;732;757;791;921;11,5699996948242;18,2800006866455;136,699996948242;NULL;0;7,01999998092651;NULL;2,44000005722046;54,310001373291;0;9,07999992370605;11,3800001144409;0;NULL;33;119193;6564804;33;119487;6570158;Y;NULL;Y;NULL;NULL;NULL;NULL;Y;NULL;NULL;Y;NULL;NULL;Y;Y;Y;NULL;NULL
19;75;0;1001;0;Nisser ndf.;Nedlagt;1966-10-17 12:00:00.0000000;2018-01-01 12:00:00.0000000;23,3948;NULL;NULL;NULL;nei;NULL;open;59,0107879638672;8,54587936401367;129681;6559163;NULL;NULL;NULL;NULL;NULL;NULL;NULL;inngÕr i 19.8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19;76;0;1001;1;Tovsliøytjønn;Nedlagt;1969-05-26 12:00:00.0000000;2002-05-06 12:00:00.0000000;0;NULL;1970;2001;ja;NULL;open;59,0693359375;8,01139736175537;99766;6568750;NULL;NULL;NULL;NULL;748;116,050003051758;116,050003051758;NULL;NULL;2011-07-15 00:00:00.0000000;NULL;12,3400001525879;22,5499992370605;20,1700000762939;536;624;663;696;715;739;768;802;848;896;1003;13,5900001525879;20,5200004577637;131,880004882813;NULL;0;6,03000020980835;NULL;3,04999995231628;60,3199996948242;0;12,9300003051758;18,1000003814697;0;NULL;33;95692;6570246;33;90406;6576322;Y;NULL;Y;NULL;NULL;NULL;NULL;Y;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;Y
19;77;0;1001;1;Horgevikåi;Nedlagt;1978-11-17 12:00:00.0000000;1987-04-03 12:00:00.0000000;0;NULL;1979;1986;ja;NULL;open;59,2620429992676;8,37191581726074;122502;6588031;NULL;NULL;NULL;NULL;749;45,7459983825684;45,75;NULL;NULL;2004-02-02 00:00:00.0000000;NULL;33,7099990844727;26,5100002288818;33,3499984741211;610;726;774;812;846;869;915;982;1020;1052;1187;10,8699998855591;13,0600004196167;141,050003051758;NULL;0;1,86000001430511;NULL;0,550000011920929;37,5699996948242;0;6,01000022888184;46,6699981689453;0;NULL;33;118901;6589980;33;112206;6590546;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
19;78;0;1001;0;Grytå;Aktiv;1977-01-01 12:00:00.0000000;2018-08-09 12:00:00.0000000;10,233;NULL;1977;NULL;ja;NULL;open;59,1724395751953;8,34413528442383;119926;6578243;0;0;0;0;750;19,3099994659424;19,3099994659424;klimaref serie;NULL;2011-07-15 00:00:00.0000000;NULL;21,6299991607666;23,1399993896484;30,0200004577637;634;663;710;756;774;792;818;841;872;905;1003;6,67999982833862;8,26000022888184;141,050003051758;NULL;0;0;NULL;5,61999988555908;46,6100006103516;0;10,3599996566772;25,8899993896484;0;NULL;33;117782;6580585;33;116899;6583358;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y;Y;Y;NULL;NULL
19;79;0;1001;1;Gravå;Aktiv;1970-10-23 12:00:00.0000000;2018-01-05 12:00:00.0000000;0;NULL;1979;NULL;ja;NULL;open;59,2348442077637;8,03640556335449;103121;6586966;0;0;0;0;751;6,30999994277954;6,30999994277954;klimaref serie;NULL;2004-02-02 00:00:00.0000000;NULL;108,569999694824;25,5799999237061;105,400001525879;362;503;559;605;615;659;735;805;876;933;1063;4,53000020980835;5,57000017166138;138,990005493164;NULL;3,79999995231628;4,59999990463257;NULL;0,0299999993294477;69,4100036621094;0;0,319999992847443;17,2700004577637;0;NULL;33;102131;6588907;33;100655;6590601;Y;NULL;Y;Y;NULL;NULL;NULL;Y;NULL;NULL;Y;NULL;NULL;NULL;Y;Y;NULL;NULL
19;80;0;1001;1;Stigvassåi;Aktiv;1972-01-19 12:00:00.0000000;2018-08-11 12:00:00.0000000;0;NULL;1972;NULL;ja;NULL;open;58,7498092651367;8,51558876037598;125128;6530359;0;0;0;0;752;14,4899997711182;14,4899997711182;klimaref serie;NULL;2011-07-15 00:00:00.0000000;NULL;11,8999996185303;21,8299999237061;31,5;148;187;208;225;241;263;283;304;325;356;429;6;7,1100001335144;131,880004882813;NULL;1,22000002861023;4,36999988555908;NULL;0,239999994635582;91,4000015258789;0;1,78999996185303;0;0;NULL;33;127578;6532650;33;128209;6534268;Y;NULL;Y;Y;NULL;NULL;NULL;Y;NULL;NULL;Y;NULL;NULL;Y;Y;Y;NULL;NULL
19;82;0;1001;1;Rauåna;Aktiv;1972-11-16 12:00:00.0000000;2018-08-11 12:00:00.0000000;0;NULL;1972;NULL;ja;NULL;open;58,9685134887695;8,50817680358887;127065;6554680;0;0;0;0;753;8,92899990081787;8,93000030517578;klimaref serie;NULL;2004-02-02 00:00:00.0000000;NULL;25,7900009155273;35,939998626709;29,6599998474121;222;289;313;345;371;396;396;447;488;537;760;6,75;6,98999977111816;134,160003662109;NULL;0,340000003576279;2,24000000953674;NULL;0;90,7099990844727;0;0,109999999403954;1,23000001907349;0;NULL;33;124048;6555557;33;121061;6555779;Y;NULL;Y;Y;NULL;NULL;NULL;Y;NULL;NULL;Y;NULL;NULL;Y;Y;Y;NULL;NULL
19;89;0;1001;1;Skornetten;Nedlagt;1973-08-09 12:00:00.0000000;2002-08-06 12:00:00.0000000;0;NULL;1974;2001;ja;NULL;open;59,1628112792969;8,56333065032959;132314;6575943;NULL;NULL;NULL;NULL;759;2,69000005722046;2,69000005722046;NULL;NULL;2011-07-15 00:00:00.0000000;NULL;109,26000213623;19,2000007629395;97,5899963378906;544;603;645;692;729;744;755;755;801;834;882;2,64000010490417;2,36999988555908;141,050003051758;NULL;0;1,14999997615814;NULL;0;77,8600006103516;0;0,379999995231628;19,8500003814697;0;NULL;33;133389;6575100;33;134022;6574664;Y;NULL;Y;NULL;NULL;NULL;NULL;Y;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;Y
19;91;0;1001;1;Åbogstjønn ndf.;Nedlagt;1973-10-10 12:00:00.0000000;2002-08-08 12:00:00.0000000;1,57645;NULL;1974;1996;ja;NULL;open;59,0581893920898;8,30289936065674;116299;6565798;NULL;NULL;NULL;NULL;760;1,15299999713898;1,14999997615814;NULL;NULL;2004-02-02 00:00:00.0000000;NULL;40,439998626709;30,8700008392334;31,4400005340576;636;644;656;666;677;688;703;721;750;813;849;1,25;1,21000003814697;135,270004272461;NULL;0;4,34999990463257;NULL;3,34999990463257;80;0;4,34999990463257;0;0;NULL;33;115965;6565469;33;115527;6565463;Y;NULL;Y;NULL;NULL;NULL;NULL;Y;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Y
19;92;0;1001;1;Tjønnstronda;Nedlagt;1973-11-02 12:00:00.0000000;1991-01-28 12:00:00.0000000;60,9338;NULL;1974;1990;ja;1979;open;59,0605506896973;8,62468147277832;134723;6564253;NULL;NULL;NULL;NULL;761;0,289000004529953;0,28999999165535;dÕrlig data i 1979. mangler data 1980-1989;NULL;2004-02-02 00:00:00.0000000;NULL;2,20000004768372;11,7200002670288;3,61999988555908;660;662;662;664;666;670;673;677;682;682;711;0,649999976158142;0,560000002384186;141,050003051758;NULL;0;0;NULL;8,98999977111816;3,45000004768372;0;13,789999961853;86,2099990844727;0;NULL;33;134992;6564351;33;135161;6564356;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
